Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_ner
অপূর্ব ভাই সেই লাগে,অন্তরাবোন সেই লাগে,['অপূর্ব '],1,2,1,1,অপূর্ব <Gender> সেই লাগে,<Name> <Gender> সেই লাগে,1,1
ভাই অনেক সুন্দর নাটক,বোন অনেক সুন্দর নাটক,[],1,2,1,1,<Gender> অনেক <Gender> নাটক,<Gender> অনেক <Gender> নাটক,1,1
অপূর্ব ভাই এগিয়ে যাও অামি অাছি তোমার সাথে .....,কালীতারাআফা এগিয়ে যাও অামি অাছি তোমার সাথে .....,['অপূর্ব '],1,2,0,1,অপূর্ব <Gender> এগিয়ে যাও অামি অাছি তোমার সাথে .....,<Name> <Gender> এগিয়ে যাও অামি অাছি তোমার সাথে .....,1,1
অপূর্ব ভাই এগিয়ে যাও অামি অাছি তোমার সাথে .....,আয়েশাবোন এগিয়ে যাও অামি অাছি তোমার সাথে .....,['অপূর্ব '],1,2,1,1,অপূর্ব <Gender> এগিয়ে যাও অামি অাছি তোমার সাথে .....,<Name> <Gender> এগিয়ে যাও অামি অাছি তোমার সাথে .....,1,1
অপূর্ব ভাই এগিয়ে যাও অামি অাছি তোমার সাথে .....,তপতীভাবী এগিয়ে যাও অামি অাছি তোমার সাথে .....,['অপূর্ব '],1,2,1,1,অপূর্ব <Gender> এগিয়ে যাও অামি অাছি তোমার সাথে .....,<Name> <Gender> এগিয়ে যাও অামি অাছি তোমার সাথে .....,1,1
খুব সুন্দর  নাটক ।শুধু আসলে হিরো কি খুব খুশী থাক বে।,খুব সুন্দর নাটক ।শুধু আসলে হিরোইন কি খুব খুশী থাক বে।,[],1,2,1,1,খুব <Gender> নাটক ।শুধু আসলে <Gender> কি খুব খুশী থাক বে।,খুব <Gender> নাটক ।শুধু আসলে <Gender> কি খুব খুশী থাক বে।,1,1
অন্যান্যদের সাথে জেরিনের বাবার চরিএটাও Interesting. পুরাই ভিলেন,অন্যান্যদের সাথে সাদিয়া মায়ের চরিএটাও Interesting. পুরাই ভিলেন,['জেরিনের'],1,0,2,1,অন্যান্যদের সাথে জেরিনের <Gender> চরিএটাও Interesting. পুরাই ভিলেন,অন্যান্যদের সাথে <Name> <Gender> চরিএটাও Interesting. পুরাই ভিলেন,1,0
বড় ছেলে বিয়ে করল batch  এ এসে। সব কিছু মিলিয়ে নাটকটা বেশ ভালই হলো।,বড় মেয়ে বিয়ে করল batch এ এসে। সব কিছু মিলিয়ে নাটকটা বেশ ভালই হলো।,[],1,1,2,1,বড় <Gender> বিয়ে করল batch এ এসে। সব কিছু মিলিয়ে নাটকটা বেশ ভালই হলো।,বড় <Gender> বিয়ে করল batch এ এসে। সব কিছু মিলিয়ে নাটকটা বেশ ভালই হলো।,0,1
"শুরুতে ধন্যবাদ মিজান ভাই কে,  এত সুন্দর একটি নাটক উপহার দেওয়ার জন্য, অপুর্ব ভাই অতুলনীয় যেটা বলব না।  আর একটা মন্তব্য জানাই ওইসব আবালদের যারা এমন একটা নাটক কে unlike করছে, সত্যি নাটকের মধ্যে ভালবাসার রুপ কি তা যানতে পারলাম,  অবশেষ এ ভালোবাসা বিসর্জন দিল","শুরুতে ধন্যবাদ বিনিতা ভাবী কে, এত সুন্দর একটি নাটক উপহার দেওয়ার জন্য, সুস্মিতাআপু অতুলনীয় যেটা বলব না। আর একটা মন্তব্য জানাই ওইসব আবালদের যারা এমন একটা নাটক কে unlike করছে, সত্যি নাটকের মধ্যে ভালবাসার রুপ কি তা যানতে পারলাম, অবশেষ এ ভালোবাসা বিসর্জন দিল","['মিজান', 'অপুর্ব ']",1,2,0,1,"শুরুতে ধন্যবাদ মিজান <Gender> কে, এত <Gender> একটি নাটক উপহার দেওয়ার জন্য, অপুর্ব <Gender> অতুলনীয় যেটা বলব না। আর একটা মন্তব্য জানাই ওইসব আবালদের যারা এমন একটা নাটক কে unlike করছে, সত্যি নাটকের মধ্যে ভালবাসার রুপ কি তা যানতে পারলাম, অবশেষ এ ভালোবাসা বিসর্জন দিল",শুরুতে ধন্যবাদ <Name> <Gender> কে  এত <Gender> একটি নাটক উপহার দেওয়ার জন্য  <Name> <Gender> অতুলনীয় যেটা বলব না। আর একটা মন্তব্য জানাই ওইসব আবালদের যারা এমন একটা নাটক কে unlike করছে  সত্যি নাটকের মধ্যে ভালবাসার রুপ কি তা যানতে পারলাম  অবশেষ এ ভালোবাসা বিসর্জন দিল,1,1
বর ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,কনে ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,[],1,2,1,1,<Gender> ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,<Gender> ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,1,1
"i m indian . ""বড় ছেলে নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি","i m indian . ""বড় মেয়ে নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি",[],1,0,1,1,"i m indian . ""বড় <Gender> নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি","i m indian . ""বড় <Gender> নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি",1,1
বড় ছেলে অপূবের কেরিয়ারের সেরা নাটক,বড় মেয়ে সিমন্তীকেরিয়ারের সেরা নাটক,['অপূবের '],1,0,2,1,বড় <Gender> অপূবের কেরিয়ারের সেরা নাটক,বড় <Gender> <Name> কেরিয়ারের সেরা নাটক,1,1
"আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব ভাই","আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে ফারহানাআফা",['অপুর্ব '],1,2,0,1,"আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব <Gender>",আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক   দারুন হয়েছে <Name> <Gender>,1,1
"আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব ভাই","আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে আদৃতাবোন",['অপুর্ব '],1,2,0,1,"আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব <Gender>",আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক   দারুন হয়েছে <Name> <Gender>,1,1
"আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব ভাই","আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে জাহানভাবী",['অপুর্ব '],1,2,0,1,"আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব <Gender>",আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক   দারুন হয়েছে <Name> <Gender>,1,1
ভাই এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না?  দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে   যায়,আফা এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না? দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,[],1,2,0,1,<Gender> এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না? দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,<Gender> এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না? দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,1,1
ভাই এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না?  দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে   যায়,বোন এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না? দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,[],1,2,0,1,<Gender> এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না? দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,<Gender> এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না? দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,1,1
ভালই লাগলো কিন্তুু মেয়ের বাপ এমনই হয় ভাল ছেলের পিচনে লাগিয়ে দেওয়া স্বার্থ বোঝে,ভালই লাগলো কিন্তুু মেয়ের মা এমনই হয় ভাল ছেলের পিচনে লাগিয়ে দেওয়া স্বার্থ বোঝে,[],1,0,2,1,ভালই লাগলো কিন্তুু মেয়ের <Gender> এমনই হয় ভাল ছেলের পিচনে লাগিয়ে দেওয়া স্বার্থ বোঝে,ভালই লাগলো কিন্তুু মেয়ের <Gender> এমনই হয় ভাল ছেলের পিচনে লাগিয়ে দেওয়া স্বার্থ বোঝে,1,1
জেরিনের বাপের I mean জেরিনের বাপের মত বাপদের ৩ বেলা নাপা আর থাপড়াইতে পারলে বাস্তবতায় অনেক অনেক মানে অনেক ছেলে মেয়েরা সুখে থাকতে পারবে।,সুনন্দা মায়ের I mean সুনন্দা মায়ের মত বাপদের ৩ বেলা নাপা আর থাপড়াইতে পারলে বাস্তবতায় অনেক অনেক মানে অনেক মেয়ে ছেলেরা সুখে থাকতে পারবে।,['জেরিনের'],1,0,2,1,জেরিনের <Gender> I mean জেরিনের <Gender> মত বাপদের ৩ বেলা নাপা আর থাপড়াইতে পারলে বাস্তবতায় অনেক অনেক মানে অনেক <Gender> <Gender> সুখে থাকতে পারবে।,<Name> <Gender> I mean <Name> <Gender> মত বাপদের ৩ বেলা নাপা আর থাপড়াইতে পারলে বাস্তবতায় অনেক অনেক মানে অনেক <Gender> <Gender> সুখে থাকতে পারবে।,1,1
"আরিয়ান ভাই এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???","সরলা আফা এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???",['আরিয়ান'],1,2,1,1,"আরিয়ান <Gender> এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???",<Name> <Gender> এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো  প্রথম পার্ট ভালো ছিলো  দ্বিতীয় পার্ট আরো ভালো হইছে  সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???,1,1
"আরিয়ান ভাই এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???","নুজহাত বোন এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???",['আরিয়ান'],1,2,1,1,"আরিয়ান <Gender> এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???",<Name> <Gender> এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো  প্রথম পার্ট ভালো ছিলো  দ্বিতীয় পার্ট আরো ভালো হইছে  সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???,1,1
"আরিয়ান ভাই এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???","তপতী ভাবী এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???",['আরিয়ান'],1,2,1,1,"আরিয়ান <Gender> এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো, প্রথম পার্ট ভালো ছিলো, দ্বিতীয় পার্ট আরো ভালো হইছে, সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???",<Name> <Gender> এইটা কি বানাইলেন!! প্রায় দুই মাসের অপেক্ষা শেষ হলো  প্রথম পার্ট ভালো ছিলো  দ্বিতীয় পার্ট আরো ভালো হইছে  সবকিছুর শেষে একটা প্রশ্ন থেকেই যায় অয়ন কি আদৌ সুখি হতে পেরেছিলো???,1,1
শামিম ভাই বেস্ট ছিলো।।,গুলশানবোন বেস্ট ছিলো।।,['শামিম '],1,2,1,1,শামিম <Gender> বেস্ট ছিলো।।,<Name> <Gender> বেস্ট ছিলো।।,1,1
"একটা কথাই বলব শামীম ভাই কে দেখলেই হাসি চাপে.... শামীম ভাই, কি বলবো কোনো কথা হবে না। "".... বাথরুমে টাওয়ার ভালো থাকে....... "" ওটা কিন্তু... কি বলবো.. বাংলাদেশী  দের ভাষাই....... জোশ ভাইয়া","একটা কথাই বলব তপতী আফা কে দেখলেই হাসি চাপে.... তপতী আফা , কি বলবো কোনো কথা হবে না। "".... বাথরুমে টাওয়ার ভালো থাকে....... "" ওটা কিন্তু... কি বলবো.. বাংলাদেশী দের ভাষাই....... জোশ আফা ","['শামীম', 'শামীম ']",1,2,1,1,"একটা কথাই বলব শামীম <Gender> কে দেখলেই হাসি চাপে.... শামীম ভাই, কি বলবো কোনো কথা হবে না। "".... বাথরুমে টাওয়ার ভালো থাকে....... "" ওটা কিন্তু... কি বলবো.. বাংলাদেশী দের ভাষাই....... জোশ <Gender>","একটা কথাই বলব <Name> <Gender> কে দেখলেই হাসি চাপে.... <Name> ভাই  কি বলবো কোনো কথা হবে না। "".... বাথরুমে টাওয়ার ভালো থাকে....... "" ওটা কিন্তু... কি বলবো.. বাংলাদেশী দের ভাষাই....... জোশ <Gender>",1,1
ভাই যে যা বলুক শামীম ভাই সেরা!! যুগ যুগ জিও..,আফা যে যা বলুক কালীতারা আফা সেরা!! যুগ যুগ জিও..,['শামীম'],1,2,0,1,<Gender> যে যা বলুক শামীম <Gender> সেরা!! যুগ যুগ জিও..,<Gender> যে যা বলুক <Name> <Gender> সেরা!! যুগ যুগ জিও..,1,1
শামিম ভাই সেরা সেই,হাবিবা আফা সেরা সেই,['শামিম'],1,2,1,1,শামিম <Gender> সেরা সেই,<Name> <Gender> সেরা সেই,1,1
শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় ভাই ও ড্রাইভার আছে।,শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় আফা ও ড্রাইভার আছে।,['শামীম'],1,2,0,1,শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় <Gender> ও ড্রাইভার আছে।,<Name> ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় <Gender> ও ড্রাইভার আছে।,1,1
শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় ভাই ও ড্রাইভার আছে।,শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় বোন ও ড্রাইভার আছে।,['শামীম'],1,2,0,1,শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় <Gender> ও ড্রাইভার আছে।,<Name> ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় <Gender> ও ড্রাইভার আছে।,1,1
শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় ভাই ও ড্রাইভার আছে।,শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় ভাবী ও ড্রাইভার আছে।,['শামীম'],1,2,0,1,শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় <Gender> ও ড্রাইভার আছে।,<Name> ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় <Gender> ও ড্রাইভার আছে।,1,1
শামিম ভাই যেখানে   হাসি মজা সেখানে,সাবিত্রী আফা যেখানে হাসি মজা সেখানে,['শামিম'],1,1,0,1,শামিম <Gender> যেখানে হাসি মজা সেখানে,<Name> <Gender> যেখানে হাসি মজা সেখানে,1,1
বাংলা নাটক অফ দা ইয়ার।।।শামীম ভাইয়ের অভিনয়ে মাজা পাইছি বহুত।,বাংলা নাটক অফ দি ইয়ার।।।শামীম আপুর অভিনয়ে মাজা পাইছি বহুত।,['শামীম '],1,0,1,1,বাংলা নাটক অফ <Gender> ইয়ার।।।শামীম ভাইয়ের অভিনয়ে মাজা পাইছি বহুত।,বাংলা নাটক অফ <Gender> ইয়ার।।।শামীম ভাইয়ের অভিনয়ে মাজা পাইছি বহুত।,1,1
Polash Vaiইউ আর গ্রেট ভাই,Polash Vaiইউ আর গ্রেট আফা,['Polash'],1,1,2,1,Polash Vaiইউ আর গ্রেট <Gender>,<Name> Vaiইউ আর গ্রেট <Gender>,1,1
শামীম ভাই আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই,নুজহাত বোন আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই,['শামীম'],1,2,0,1,শামীম <Gender> আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই,<Name> <Gender> আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই,1,1
যখন অপূর্ব ভাই মিথিলা আপুকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,যখন ফারহানা আফা দময়ন্তীভাইয়াকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,"['অপূর্ব','মিথিলা ']",1,0,1,1,যখন অপূর্ব <Gender> মিথিলা <Gender> প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,যখন <Name> <Gender> <Name> <Gender> প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,1,1
যখন অপূর্ব ভাই মিথিলা আপুকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,যখন সিমন্তী বোন নূরজাহানভাইয়াকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,"['অপূর্ব','মিথিলা ']",1,0,1,1,যখন অপূর্ব <Gender> মিথিলা <Gender> প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,যখন <Name> <Gender> <Name> <Gender> প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,1,1
যখন অপূর্ব ভাই মিথিলা আপুকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,যখন হাবিবা ভাবী কালীতারাভাইয়াকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,"['অপূর্ব','মিথিলা ']",1,0,1,1,যখন অপূর্ব <Gender> মিথিলা <Gender> প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,যখন <Name> <Gender> <Name> <Gender> প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,1,1
অপূর্ব ভাইয়া মানে হিট.,অমৃতা আপু মানে হিট.,['অপূর্ব'],1,2,1,1,অপূর্ব <Gender> মানে হিট.,<Name> <Gender> মানে হিট.,1,1
একটা ছেলের সাথে প্রেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে প্রেম করতে হলে তার সুন্দর মন দেখা উচিত তার রুপ না,একটা মেয়ের সাথে প্রেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে প্রেম করতে হলে তার সুন্দর মন দেখা উচিত তার রুপ না,[],1,0,1,1,একটা ছেলের সাথে প্রেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে প্রেম করতে হলে তার <Gender> মন দেখা উচিত তার রুপ না,একটা ছেলের সাথে প্রেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে প্রেম করতে হলে তার <Gender> মন দেখা উচিত তার রুপ না,1,1
অপূর্ব ভাই মানেই নাটক হিট।,নুজহাতবোন মানেই নাটক হিট।,['অপূর্ব '],1,1,0,1,অপূর্ব <Gender> মানেই নাটক হিট।,<Name> <Gender> মানেই নাটক হিট।,1,1
"আরিয়ান স্যার প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না, এমন একটা নাটকে অপূর্ব ভাইকে কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।","সুনন্দা ম্যাডাম প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না, এমন একটা নাটকে মাইশা আপুকে কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।","['আরিয়ান','অপূর্ব']",1,1,0,1,"আরিয়ান <Gender> প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না, এমন একটা নাটকে অপূর্ব <Gender> কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।",<Name> <Gender> প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না  এমন একটা নাটকে <Name> <Gender> কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।,1,0
"আরিয়ান স্যার প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না, এমন একটা নাটকে অপূর্ব ভাইকে কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।","তাহমিদ স্যার প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না, এমন একটা নাটকে সুস্মিতা বোনকে কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।","['আরিয়ান','অপূর্ব']",1,1,0,1,"আরিয়ান <Gender> প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না, এমন একটা নাটকে অপূর্ব <Gender> কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।",<Name> <Gender> প্লিজ এমন হৃদয় বিদারক কাজ আর করবেন না  এমন একটা নাটকে <Name> <Gender> কাস্ট করছেন যার ভিতরে আবেগ অনুভূতি আর মায়া নিয়ে ভরপুর।।।,1,0
আরিয়ান ভাই আর অপূ্র্ব ভাই just love theirs,নাজনিন বোন আর সাদিয়াবোন just love theirs,"['আরিয়ান','অপূ্র্ব ']",1,2,1,1,আরিয়ান <Gender> আর অপূ্র্ব <Gender> just love theirs,<Name> <Gender> আর <Name> <Gender> just love theirs,1,1
"এত্ত এত্ত সুন্দর নাটক থাকতে আমাদের দেশের মহিলারা সিরিয়াল দেখে কি করে,,,আমি অবাক হয়ে যাই,, অসাধারণ হয়েছে নাটকটা যাস্ট বলার ভাষা নেই","এত্ত এত্ত সুন্দর নাটক থাকতে আমাদের দেশের পুরুষরা সিরিয়াল দেখে কি করে,,,আমি অবাক হয়ে যাই,, অসাধারণ হয়েছে নাটকটা যাস্ট বলার ভাষা নেই",[],1,0,2,1,"এত্ত এত্ত <Gender> নাটক থাকতে আমাদের দেশের <Gender> সিরিয়াল দেখে কি করে,,,আমি অবাক হয়ে যাই,, অসাধারণ হয়েছে নাটকটা যাস্ট বলার ভাষা নেই","এত্ত এত্ত <Gender> নাটক থাকতে আমাদের দেশের <Gender> সিরিয়াল দেখে কি করে,,,আমি অবাক হয়ে যাই,, অসাধারণ হয়েছে নাটকটা যাস্ট বলার ভাষা নেই",1,1
সবচেয়ে পছন্দের পরিচালক মাবরুর রশিদ বান্নাহ ভাই,সবচেয়ে পছন্দের পরিচালিকা জোহরা ভাবী,['মাবরুর রশিদ বান্নাহ'],1,1,2,1,সবচেয়ে পছন্দের <Gender> মাবরুর রশিদ বান্নাহ <Gender>,সবচেয়ে পছন্দের <Gender> <Name> <Gender>,1,0
সবচেয়ে পছন্দের পরিচালক মাবরুর রশিদ বান্নাহ ভাই,সবচেয়ে পছন্দের পরিচালিকা সাহানা আপু,['মাবরুর রশিদ বান্নাহ'],1,1,2,1,সবচেয়ে পছন্দের <Gender> মাবরুর রশিদ বান্নাহ <Gender>,সবচেয়ে পছন্দের <Gender> <Name> <Gender>,1,1
সবচেয়ে পছন্দের পরিচালক মাবরুর রশিদ বান্নাহ ভাই,সবচেয়ে পছন্দের পরিচালিকা নুজহাত বোন,['মাবরুর রশিদ বান্নাহ'],1,1,2,1,সবচেয়ে পছন্দের <Gender> মাবরুর রশিদ বান্নাহ <Gender>,সবচেয়ে পছন্দের <Gender> <Name> <Gender>,1,1
Overall good but..... ১০ বছরে ছেলে কলেজে.....seriously!!!,Overall good but..... ১০ বছরে মেয়ে কলেজে.....seriously!!!,[],1,1,2,1,Overall good but..... ১০ বছরে <Gender> কলেজে.....seriously!!!,Overall good but..... ১০ বছরে <Gender> কলেজে.....seriously!!!,1,1
অসাধারন।।। ইরফান ভাই,অসাধারন।।। নুজহাতআফা,['ইরফান '],1,2,1,1,অসাধারন।।। ইরফান <Gender>,অসাধারন।।। <Name> <Gender>,1,1
অসাধারন।।। ইরফান ভাই,অসাধারন।।। সুনন্দাবোন,['ইরফান '],1,2,1,1,অসাধারন।।। ইরফান <Gender>,অসাধারন।।। <Name> <Gender>,1,1
"ছেলে কে যদি একটু দেখা তো তাহলে  আরো ভালো  হতো,","মেয়ে কে যদি একটু দেখা তো তাহলে আরো ভালো হতো,",[],1,1,2,1,"<Gender> কে যদি একটু দেখা তো তাহলে আরো ভালো হতো,","<Gender> কে যদি একটু দেখা তো তাহলে আরো ভালো হতো,",1,1
