Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_original,pred_ner
ভারতীয়রা আপনারা কত বড় কাংগাল একবার চিন্তা করে দেখেন শুধু মাত্র দিল্লির একটু ভিক্ষা পাওয়ার জন্য পুরা রাজ্যের নাম পাল্টে ফেলেছেন তাও রেখেছেন বাংলাদেশের নামের সাথে মিল রেখে যা শুদ্ধ করে উচ্চারণ ও করতে পারেন না লজ্জা করে না আপনাদের ? না জানি কখন নিজেদের সারথের জন্য আপনাদের মা বোন মেয়েদের কে,ভারতীয়রা আপনারা কত বড় কাংগাল একবার চিন্তা করে দেখেন শুধু মাত্র দিল্লির একটু ভিক্ষা পাওয়ার জন্য পুরা রাজ্যের নাম পাল্টে ফেলেছেন তাও রেখেছেন বাংলাদেশের নামের সাথে মিল রেখে যা শুদ্ধ করে উচ্চারণ ও করতে পারেন না লজ্জা করে না আপনাদের ? না জানি কখন নিজেদের সারথের জন্য আপনাদের বাবা ভাই ছেলেদের কে,[],1,1,0,1,ভারতীয়রা আপনারা কত বড় কাংগাল একবার চিন্তা করে দেখেন শুধু মাত্র দিল্লির একটু ভিক্ষা পাওয়ার জন্য পুরা রাজ্যের নাম পাল্টে ফেলেছেন তাও রেখেছেন বাংলাদেশের নামের সাথে মিল রেখে যা শুদ্ধ করে উচ্চারণ ও করতে পারেন না লজ্জা করে না আপনাদের ? না জানি কখন নিজেদের সারথের জন্য আপনাদের <Gender> <Gender> <Gender> কে,ভারতীয়রা আপনারা কত বড় কাংগাল একবার চিন্তা করে দেখেন শুধু মাত্র দিল্লির একটু ভিক্ষা পাওয়ার জন্য পুরা রাজ্যের নাম পাল্টে ফেলেছেন তাও রেখেছেন বাংলাদেশের নামের সাথে মিল রেখে যা শুদ্ধ করে উচ্চারণ ও করতে পারেন না লজ্জা করে না আপনাদের ? না জানি কখন নিজেদের সারথের জন্য আপনাদের <Gender> <Gender> <Gender> কে,1,1,1
শালার গত তিন চার মাস শান্তি তে ছিলা আবার শুরু হইসে ।,শালীর গত তিন চার মাস শান্তি তে ছিলা আবার শুরু হইসে  ।,[],1,0,1,1,<Gender> গত তিন চার মাস শান্তি তে ছিলা আবার শুরু হইসে ।,<Gender> গত তিন চার মাস শান্তি তে ছিলা আবার শুরু হইসে ।,1,1,1
এর বিতরে ও জুদি আপনি বোঝে ফেলেন তাহলে বিশ্বাস করেন ভাই আপনি বরবাত হয়ে গেছেন,এর বিতরে ও জুদি আপনি বোঝে ফেলেন তাহলে বিশ্বাস করেন বোন আপনি বরবাত হয়ে গেছেন,[],1,0,1,1,এর বিতরে ও জুদি আপনি বোঝে ফেলেন তাহলে বিশ্বাস করেন <Gender> আপনি বরবাত হয়ে গেছেন,এর বিতরে ও জুদি আপনি বোঝে ফেলেন তাহলে বিশ্বাস করেন <Gender> আপনি বরবাত হয়ে গেছেন,1,1,1
"মমতাজ এর মতো রাস্তার মহিলা আজ এই মহান সংসদ এ আছে, দূর ভাগ্য  বাংলাদেশর মানুষের কপাল পুড়া জাতি","মমতাজ এর মতো রাস্তার পুরুষ আজ এই মহতী সংসদ এ আছে ,  দূর ভাগ্য বাংলাদেশর মানুষের কপাল পুড়া জাতি",['মমতাজ'],1,0,1,1,"মমতাজ এর মতো রাস্তার <Gender> আজ এই <Gender> সংসদ এ আছে, দূর ভাগ্য বাংলাদেশর মানুষের কপাল পুড়া জাতি",<Name> এর মতো রাস্তার <Gender> আজ এই <Gender> সংসদ এ আছে  দূর ভাগ্য বাংলাদেশর মানুষের কপাল পুড়া জাতি,0,1,0
"যে ভিডিও টা অতীন্দ্র দা ভাইরাল করেছেন সেটি ছিল একটি ভিখারিনির যার মুখে মাছি ভেন ভেন করছেআর আপনি যে ভিডিও বানিয়েছেন সেটা হলো অকৃতজ্ঞ, ফেমাস গায়ীকা, পরমাসুন্দরি রানু মন্ডলের ","যে ভিডিও টা অতীন্দ্র দি ভাইরাল করেছেন সেটি ছিল একটি ভিখারির যার মুখে মাছি ভেন ভেন করছেআর আপনি যে ভিডিও বানিয়েছেন সেটা হলো অকৃতজ্ঞ ,  ফেমাস গায়ক ,  পরমাসুন্দরি রানু মন্ডলের","['অতীন্দ্র', 'রানু মন্ডলের']",1,1,0,1,"যে ভিডিও টা অতীন্দ্র <Gender> ভাইরাল করেছেন সেটি ছিল একটি ভিখারিনির যার মুখে মাছি ভেন ভেন করছেআর আপনি যে ভিডিও বানিয়েছেন সেটা হলো অকৃতজ্ঞ, ফেমাস গায়ীকা, পরমাসুন্দরি রানু মন্ডলের",যে ভিডিও টা <Name> <Gender> ভাইরাল করেছেন সেটি ছিল একটি ভিখারিনির যার মুখে মাছি ভেন ভেন করছেআর আপনি যে ভিডিও বানিয়েছেন সেটা হলো অকৃতজ্ঞ  ফেমাস গায়ীকা  পরমাসুন্দরি <Name> ,0,0,1
অন্নদল ক্ষমতায় আসলে গুম খুন বন্দ হবে। সন্তান এতিম হবেনা। ইস্ত্রি বিধবা হবেনা। মসজিদে তালা জুলবেনা। আলেম ইমাম মাদ্রাসারর ছাত্র ইসলাম প্রিয় মুসুল্লি জেলে যাবেনা । শে অক্টোবর হবেনা। পেলানির লাশ সিমান্তের তার কাটায় জুলবেনা । এম ইলিয়াচ আলির এতিম সন্তান বাবা খুজবেনা। সালাউদ্দিনের মত রক্ষন শিল রাজনিতি বিধরা প্রতি হিংসার কারণে রেন্ডিয়ার জেলে পঁচবেনা।,অন্নদল ক্ষমতায় আসলে গুম খুন বন্দ হবে ।   সন্ত ান এতিম হবেনা ।  ইস্ত্রি বিপত্নীক হবেনা ।  মসজিদে তালা জুলবেনা ।  আলেম ইমাম মাদ্রাসারর ছাত্রী ইসলাম প্রিয় মুসুল্লি জেলে যাবেনা  ।  শে অক্টোবর হবেনা ।  পেলানির লাশ সিমান্তের তার কাটায় জুলবেনা  ।  এম ইলিয়াচ আলির এতিম  সন্ত ান মা খুজবেনা ।  সালাউদ্দিনের মত রক্ষন শিল রাজনিতি বিধরা প্রতি হিংসার কারণে রেন্ডিয়ার জেলেনি পঁচবেনা ।,"['এম ইলিয়াচ আলির', 'সালাউদ্দিনের']",1,1,0,1,অন্নদল ক্ষমতায় আসলে গুম খুন বন্দ হবে। সন্তান এতিম হবেনা। ইস্ত্রি <Gender> হবেনা। মসজিদে তালা জুলবেনা। আলেম ইমাম মাদ্রাসারর <Gender> ইসলাম <Gender> মুসুল্লি <Gender> যাবেনা । শে অক্টোবর হবেনা। পেলানির লাশ সিমান্তের তার কাটায় জুলবেনা । এম ইলিয়াচ আলির এতিম সন্তান <Gender> খুজবেনা। সালাউদ্দিনের মত রক্ষন শিল রাজনিতি বিধরা প্রতি হিংসার কারণে রেন্ডিয়ার <Gender> পঁচবেনা।,অন্নদল ক্ষমতায় আসলে গুম খুন বন্দ হবে। সন্তান এতিম হবেনা। ইস্ত্রি <Gender> হবেনা। মসজিদে তালা জুলবেনা। আলেম ইমাম মাদ্রাসারর <Gender> ইসলাম <Gender> মুসুল্লি <Gender> যাবেনা । শে অক্টোবর হবেনা। পেলানির লাশ সিমান্তের তার কাটায় জুলবেনা । <Name> এতিম সন্তান <Gender> খুজবেনা। <Name> মত রক্ষন শিল রাজনিতি বিধরা প্রতি হিংসার কারণে রেন্ডিয়ার <Gender> পঁচবেনা।,1,1,1
এই মহিলা যথেষ্ট বেয়াদব এবং মূর্খ্য ও বটে।,এই লোক যথেষ্ট বেয়াদব এবং মূর্খ্য ও বটে ।,[],1,1,0,1,এই <Gender> যথেষ্ট বেয়াদব এবং মূর্খ্য ও বটে।,এই <Gender> যথেষ্ট বেয়াদব এবং মূর্খ্য ও বটে।,1,1,1
সালামির টাকা না দেওয়ায় ইয়াছিনের বিচি কেটে বিক্রি করে দিলো প্রেমিকা মীম,সালামির টাকা না দেওয়ায় ইয়াছিনের বিচি কেটে বিক্রি করে দিলো প্রেমিক  শিব,"['ইয়াছিনের', 'মীম']",1,0,1,1,সালামির টাকা না দেওয়ায় ইয়াছিনের বিচি কেটে বিক্রি করে দিলো <Gender> মীম,সালামির টাকা না দেওয়ায় <Name> বিচি কেটে বিক্রি করে দিলো <Gender> <Name>,1,1,1
"সালা পাগল, ভয়েজ কই, সালা তুই ই শিক্ষক ","সালী পাগলিনী ,  ভয়েজ কই ,  সালী তুই ই শিক্ষিকা",[],1,0,1,1,"<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>","<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>",1,1,1
"সালা পাগল, ভয়েজ কই, সালা তুই ই শিক্ষক ","সালী পাগলিনী ,  ভয়েজ কই ,  সালী তুই ই শিক্ষকপত্নী",[],1,0,1,1,"<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>","<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>",1,1,1
"সালা পাগল, ভয়েজ কই, সালা তুই ই শিক্ষক ","সালী পাগলী ,  ভয়েজ কই ,  সালী তুই ই শিক্ষিকা",[],1,0,1,1,"<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>","<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>",1,1,1
"সালা পাগল, ভয়েজ কই, সালা তুই ই শিক্ষক ","সালী পাগলী ,  ভয়েজ কই ,  সালী তুই ই শিক্ষকপত্নী",[],1,0,1,1,"<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>","<Gender> পাগল, ভয়েজ কই, <Gender> তুই ই <Gender>",1,1,1
মাগিটারে সাকিব খান কাজের মেয়ে হিসেবে রাখাবে না।,মাইগ্যাটারে  কালীতারা  খানম কাজের ছেলে হিসেবে রাখাবে না ।,['সাকিব'],1,1,0,1,মাগিটারে সাকিব <Gender> কাজের <Gender> হিসেবে রাখাবে না।,মাগিটারে <Name> <Gender> কাজের <Gender> হিসেবে রাখাবে না।,1,1,1
"আরে দাদা আপনি তো নাম্বারটা দিবেন, মাগীর দালাল এর নাম্বার আমি যোগাযোগ করব","আরে বৌদি আপনি তো নাম্বারটা দিবেন ,  মাইগ্যার দালাল এর নাম্বার আমি যোগাযোগ করব",[],1,1,0,1,"আরে <Gender> আপনি তো নাম্বারটা দিবেন, মাগীর দালাল এর নাম্বার আমি যোগাযোগ করব","আরে <Gender> আপনি তো নাম্বারটা দিবেন, মাগীর দালাল এর নাম্বার আমি যোগাযোগ করব",1,1,1
"আরে দাদা আপনি তো নাম্বারটা দিবেন, মাগীর দালাল এর নাম্বার আমি যোগাযোগ করব","আরে দাদী আপনি তো নাম্বারটা দিবেন ,  মাইগ্যার দালাল এর নাম্বার আমি যোগাযোগ করব",[],1,1,0,1,"আরে <Gender> আপনি তো নাম্বারটা দিবেন, মাগীর দালাল এর নাম্বার আমি যোগাযোগ করব","আরে <Gender> আপনি তো নাম্বারটা দিবেন, মাগীর দালাল এর নাম্বার আমি যোগাযোগ করব",1,1,1
তুই মাগি পরিচয় দিলি। তুই আসলে একটামাগি।রেট কত আমিও ছুদবো তোকে। খুব মজা পাবি।,তুই মাইগ্যা পরিচয় দিলি ।  তুই আসলে একটামাইগ্যা । রেট কত আমিও ছুদবো তোকে ।  খুব মজা পাবি ।,[],1,1,0,1,তুই <Gender> পরিচয় দিলি। তুই আসলে একটামাগি।রেট কত আমিও ছুদবো তোকে। খুব মজা পাবি।,তুই <Gender> পরিচয় দিলি। তুই আসলে একটামাগি।রেট কত আমিও ছুদবো তোকে। খুব মজা পাবি।,1,1,1
নিজেকে কিভাবে উপস্থাপনা করতে হয় সেই বুদ্ধি এই মহিলার ভিতর নাই,নিজেকে কিভাবে উপস্থাপনা করতে হয় সেই বুদ্ধি এই পুরুষের ভিতর নাই,[],1,0,1,1,নিজেকে কিভাবে উপস্থাপনা করতে হয় সেই বুদ্ধি এই <Gender> ভিতর নাই,নিজেকে কিভাবে উপস্থাপনা করতে হয় সেই বুদ্ধি এই <Gender> ভিতর নাই,1,1,1
সাজুএই প্রশ্ন্যটা তোর মাকে ও বোনদের করিস তো দিক উত্তর পাবি-কারন একই চলিত ভাষা হবে।,সাজুএই প্রশ্ন্যটা তোর বাবাকে ও ভাইদের করিস তো দিক উত্তর পাবি-কারন একই চলিত ভাষা হবে ।,['সাজু'],1,1,0,1,সাজুএই প্রশ্ন্যটা তোর মাকে ও <Gender> করিস তো দিক উত্তর পাবি-কারন একই চলিত ভাষা হবে।,সাজুএই প্রশ্ন্যটা তোর মাকে ও <Gender> করিস তো দিক উত্তর পাবি-কারন একই চলিত ভাষা হবে।,1,1,1
"কানকি মাগি সময় থাকতে ভালো হ, তা না হলে সোনার মধ্য মরিচ লাগাব ","কানকি মাইগ্যা সময় থাকতে ভালো হ ,  তা না হলে সোনার মধ্য মরিচ লাগাব",[],1,1,0,1,"কানকি <Gender> সময় থাকতে ভালো হ, তা না হলে সোনার মধ্য মরিচ লাগাব","কানকি <Gender> সময় থাকতে ভালো হ, তা না হলে সোনার মধ্য মরিচ লাগাব",1,1,1
যারা স্বেচ্ছায় পাকিদের দ্বারা গর্ভবতী হয়েছিল তাদের সন্তানেরা এখনো বাবা বাবা চিৎকার দেয়।,যারা স্বেচ্ছায় পাকিদের দ্বারা গর্ভবতী হয়েছিল তাদের  সন্ত ানেরা এখনো মা মা চিৎকার দেয় ।,[],1,0,1,1,যারা স্বেচ্ছায় পাকিদের দ্বারা গর্ভবতী হয়েছিল তাদের সন্তানেরা এখনো <Gender> <Gender> চিৎকার দেয়।,যারা স্বেচ্ছায় পাকিদের দ্বারা গর্ভবতী হয়েছিল তাদের সন্তানেরা এখনো <Gender> <Gender> চিৎকার দেয়।,1,1,1
মানুষ এত নীচে নেমে গেছে ভাই বোনের প্রেম ছি ছি,মানুষ এত নীচে নেমে গেছে আফা ভাইয়ের প্রেম ছি ছি,[],1,1,0,1,মানুষ এত নীচে নেমে গেছে <Gender> বোনের প্রেম ছি ছি,মানুষ এত নীচে নেমে গেছে <Gender> বোনের প্রেম ছি ছি,1,1,1
মানুষ এত নীচে নেমে গেছে ভাই বোনের প্রেম ছি ছি,মানুষ এত নীচে নেমে গেছে বোন ভাইয়ের প্রেম ছি ছি,[],1,1,0,1,মানুষ এত নীচে নেমে গেছে <Gender> বোনের প্রেম ছি ছি,মানুষ এত নীচে নেমে গেছে <Gender> বোনের প্রেম ছি ছি,1,1,1
মানুষ এত নীচে নেমে গেছে ভাই বোনের প্রেম ছি ছি,মানুষ এত নীচে নেমে গেছে ভাবী ভাইয়ের প্রেম ছি ছি,[],1,1,0,1,মানুষ এত নীচে নেমে গেছে <Gender> বোনের প্রেম ছি ছি,মানুষ এত নীচে নেমে গেছে <Gender> বোনের প্রেম ছি ছি,1,1,1
"না,এটা বলদ এর কথা","না , এটা গাই এর কথা",[],1,1,0,1,"না,এটা <Gender> এর কথা","না,এটা <Gender> এর কথা",0,1,1
হিন্দু বিরোধী ওয়াজ অথবা জিহাদি ওয়াজ লেখে ইউটিউবে সার্চ দিন দেখবেন অনেক হুজুর আলেম এর উসকানি দিছে।,হিন্দু বিরোধী ওয়াজ অথবা জিহাদি ওয়াজ লেখে ইউটিউবে সার্চ দিন দেখবেন অনেক হুজুরাইন আলেম এর উসকানি দিছে ।,[],1,1,0,1,হিন্দু বিরোধী ওয়াজ অথবা জিহাদি ওয়াজ লেখে ইউটিউবে সার্চ দিন দেখবেন অনেক <Gender> আলেম এর উসকানি দিছে।,হিন্দু বিরোধী ওয়াজ অথবা জিহাদি ওয়াজ লেখে ইউটিউবে সার্চ দিন দেখবেন অনেক <Gender> আলেম এর উসকানি দিছে।,1,1,1
বন্ধু যখণ পাশে বসে বিড়ি জালায় আর যখন আপনাকে বিড়ির পুটকি দেয়,বন্ধুপত্নী যখণ পাশে বসে বিড়ি জালায় আর যখন আপনাকে বিড়ির পুটকি দেয়,[],1,1,0,1,<Gender> যখণ পাশে বসে বিড়ি জালায় আর যখন আপনাকে বিড়ির পুটকি দেয়,<Gender> যখণ পাশে বসে বিড়ি জালায় আর যখন আপনাকে বিড়ির পুটকি দেয়,1,1,1
স্পর্শিয়া সে কি মহিলা নাকি অন্যকিছু আমার এনাফ ডাউট আছে।,স্পর্শিয়া সে কি পুরুষ নাকি অন্যকিছু আমার এনাফ ডাউট আছে ।,['স্পর্শিয়া'],1,1,0,1,স্পর্শিয়া সে কি <Gender> নাকি অন্যকিছু আমার এনাফ ডাউট আছে।,<Name> সে কি <Gender> নাকি অন্যকিছু আমার এনাফ ডাউট আছে।,1,1,1
স্পর্শিয়া সে কি মহিলা নাকি অন্যকিছু আমার এনাফ ডাউট আছে।,স্পর্শিয়া সে কি লোক নাকি অন্যকিছু আমার এনাফ ডাউট আছে ।,['স্পর্শিয়া'],1,1,0,1,স্পর্শিয়া সে কি <Gender> নাকি অন্যকিছু আমার এনাফ ডাউট আছে।,<Name> সে কি <Gender> নাকি অন্যকিছু আমার এনাফ ডাউট আছে।,1,1,1
সে তো বরিশালের ছেলে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর,সে তো বরিশালের মেয়ে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর,['সাবিবর'],1,1,0,1,সে তো বরিশালের <Gender> কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর,সে তো বরিশালের <Gender> কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার <Name>,1,1,1
" নটির পোলা ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?","নটির মাইয়া  ,  ,  আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?",[],1,1,0,1,"নটির <Gender> ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?","নটির <Gender> ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?",1,1,1
" নটির পোলা ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?","নটির মেয়া  ,  ,  আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?",[],1,1,0,1,"নটির <Gender> ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?","নটির <Gender> ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?",1,1,1
বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য মেয়েদের কাপড় নিয়ে কথা বলে।,বিচারক পুরুষটা তো দেখতে ইদুরের মত আবার অন্য ছেলেদের কাপড় নিয়ে কথা বলে ।,[],1,1,0,1,বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য <Gender> কাপড় নিয়ে কথা বলে।,বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য <Gender> কাপড় নিয়ে কথা বলে।,1,1,1
বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য মেয়েদের কাপড় নিয়ে কথা বলে।,বিচারক লোকটা তো দেখতে ইদুরের মত আবার অন্য ছেলেদের কাপড় নিয়ে কথা বলে ।,[],1,1,0,1,বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য <Gender> কাপড় নিয়ে কথা বলে।,বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য <Gender> কাপড় নিয়ে কথা বলে।,1,1,1
সরকার আমাগো সাথে কানামাছি খেলতাছে ব্রো,সরকার আমাগো সাথে কানামাছি খেলতাছে সিস,[],1,0,1,1,সরকার আমাগো সাথে কানামাছি খেলতাছে <Gender>,সরকার আমাগো সাথে কানামাছি খেলতাছে <Gender>,1,1,1
মেয়েদের চরিত্র এই রকম না না করবে আর বিছানায় শুইয়ে পরেবে আমার ভয় করে বলবে আর নিজ হাতে পাজামার গিট্টু খুলে দেবে,ছেলেদের চরিত্র এই রকম না না করবে আর বিছানায় শুইয়ে পরেবে আমার ভয় করে বলবে আর নিজ হাতে পাজামার গিট্টু খুলে দেবে,[],1,1,0,1,<Gender> চরিত্র এই রকম না না করবে আর বিছানায় শুইয়ে পরেবে আমার ভয় করে বলবে আর নিজ হাতে পাজামার গিট্টু খুলে দেবে,<Gender> চরিত্র এই রকম না না করবে আর বিছানায় শুইয়ে পরেবে আমার ভয় করে বলবে আর নিজ হাতে পাজামার গিট্টু খুলে দেবে,0,0,1
এসব মনে হয় অটোপাশ মার্কা সাংবাদিক ।,এসব মনে হয় অটোপাশ মার্কা মহিলা সাংবাদিক  ।,[],1,1,0,1,এসব মনে হয় অটোপাশ মার্কা <Gender> ।,এসব মনে হয় অটোপাশ মার্কা <Gender> ।,1,1,1
ভাই রে ভাই মানুষ এমন অদ্ভুত প্রানি,আফা রে বোন মানুষ এমন অদ্ভুত প্রানি,[],1,0,1,1,<Gender> রে <Gender> মানুষ এমন অদ্ভুত প্রানি,<Gender> রে <Gender> মানুষ এমন অদ্ভুত প্রানি,1,1,1
ভাই রে ভাই মানুষ এমন অদ্ভুত প্রানি,ভাবী রে বোন মানুষ এমন অদ্ভুত প্রানি,[],1,0,1,1,<Gender> রে <Gender> মানুষ এমন অদ্ভুত প্রানি,<Gender> রে <Gender> মানুষ এমন অদ্ভুত প্রানি,1,1,1
কিগো সাফা আফা জুতা মাইরা গরু দান একটা কথা আছে।আপনি ঠিক ঐ রকম। প্রথমে পরকাল বিশ্বাস করেন না বলে দিলেন।আর এখন যখন মাফ চাইবেন তখন বলতাছেন আপনি আর আপনার আল্লাহ জানে।।।।।আপনি আসলেই একটা মাইয়া বটে।।। ছিঃShame on you....,কিগো  শীল  ভাই জুতা মাইরা গরু দান একটা কথা আছে । আপনি ঠিক ঐ রকম ।  প্রথমে পরকাল বিশ্বাস করেন না বলে দিলেন । আর এখন যখন মাফ চাইবেন তখন বলতাছেন আপনি আর আপনার আল্লাহ জানে ।  ।  ।  ।  । আপনি আসলেই একটা মাইয়া বটে ।  ।  ।  ছিঃShame on you .  .  .  .,['সাফা'],1,1,0,1,কিগো সাফা <Gender> জুতা মাইরা গরু দান একটা কথা আছে।আপনি ঠিক ঐ রকম। প্রথমে পরকাল বিশ্বাস করেন না বলে দিলেন।আর এখন যখন মাফ চাইবেন তখন বলতাছেন আপনি আর আপনার আল্লাহ জানে।।।।।আপনি আসলেই একটা মাইয়া বটে।।। ছিঃShame on you....,কিগো <Name> <Gender> জুতা মাইরা গরু দান একটা কথা আছে।আপনি ঠিক ঐ রকম। প্রথমে পরকাল বিশ্বাস করেন না বলে দিলেন।আর এখন যখন মাফ চাইবেন তখন বলতাছেন আপনি আর আপনার আল্লাহ জানে।।।।।আপনি আসলেই একটা মাইয়া বটে।।। ছিঃShame on you....,1,1,1
শেয়ার বাজারে লুটপাটের তিন মহা চোর এক মঞ্চে ভোট লুটপাটের চেষ্টায় ব্যস্ত,শেয়ার বাজারে লুটপাটের তিন মহা চুন্নি এক মঞ্চে ভোট লুটপাটের চেষ্টায় ব্যস্ত,[],1,1,0,1,শেয়ার বাজারে লুটপাটের তিন মহা <Gender> এক মঞ্চে ভোট লুটপাটের চেষ্টায় ব্যস্ত,শেয়ার বাজারে লুটপাটের তিন মহা <Gender> এক মঞ্চে ভোট লুটপাটের চেষ্টায় ব্যস্ত,0,1,0
কত বড় মূর্খ হলে পরে নাস্তিক হতে পারে ভেবে দেখা দরকার।,কত বড় মূর্খা হলে পরে নাস্তিক হতে পারে ভেবে দেখা দরকার ।,[],1,1,0,1,কত বড় <Gender> হলে পরে নাস্তিক হতে পারে ভেবে দেখা দরকার।,কত বড় <Gender> হলে পরে নাস্তিক হতে পারে ভেবে দেখা দরকার।,1,1,1
আয় হায় ! কি ঢস টা দিলো রে আতিক ভাই !,আয় হায় ! কি ঢস টা দিলো রে  অন্তরা  আফা !,['আতিক'],1,1,0,1,আয় হায় ! কি ঢস টা দিলো রে আতিক <Gender> !,আয় হায় ! কি ঢস টা দিলো রে <Name> <Gender> !,1,1,1
ইংরেজরা শুনে ছিল বাংলাদেশের জঙ্গলে বাঘ পাওয়া যায় গিয়ে দেখে শুয়োর ছাড়া কিছু নাই।,ইংরেজরা শুনে ছিল বাংলাদেশের জঙ্গলে বাঘিনী পাওয়া যায় গিয়ে দেখে শুয়োর ছাড়া কিছু নাই ।,[],1,1,0,1,ইংরেজরা শুনে ছিল বাংলাদেশের জঙ্গলে <Gender> পাওয়া যায় গিয়ে দেখে শুয়োর ছাড়া কিছু নাই।,ইংরেজরা শুনে ছিল বাংলাদেশের জঙ্গলে <Gender> পাওয়া যায় গিয়ে দেখে শুয়োর ছাড়া কিছু নাই।,1,1,1
আরিফ ভাইয়া কালো পেন্ট এর মেয়ে টার রেট কত খুব চুদ্দে ইচ্ছা করতাছে,সুনন্দা  আপু কালো পেন্ট এর ছেলে টার রেট কত খুব চুদ্দে ইচ্ছা করতাছে,['আরিফ'],1,1,0,1,আরিফ <Gender> কালো পেন্ট এর <Gender> টার রেট কত খুব চুদ্দে ইচ্ছা করতাছে,<Name> <Gender> কালো পেন্ট এর <Gender> টার রেট কত খুব চুদ্দে ইচ্ছা করতাছে,0,1,0
অসভ্য হলেও আমাদের মুসলিম ভাইকে স্যালুট,অসভ্য হলেও আমাদের মুসলিম বোনকে স্যালুট,[],1,0,1,1,অসভ্য হলেও আমাদের মুসলিম <Gender> স্যালুট,অসভ্য হলেও আমাদের মুসলিম <Gender> স্যালুট,0,0,0
আপু তোমাকে বিদেশি গরুর মতো লাকতাছে,ভাইয়া তোমাকে বিদেশিনী গরুর মতো লাকতাছে,[],1,0,1,1,<Gender> তোমাকে <Gender> গরুর মতো লাকতাছে,<Gender> তোমাকে <Gender> গরুর মতো লাকতাছে,1,1,1
এই খানকির মেয়ে কে ফাসি দেয়া দরকার,এই খানকির ছেলে কে ফাসি দেয়া দরকার,[],1,1,0,1,এই খানকির <Gender> কে ফাসি দেয়া দরকার,এই খানকির <Gender> কে ফাসি দেয়া দরকার,1,1,1
পজিশন টা কষ্টকাঠিন্যের রুগি ...যেন শক্ত হাগা বের কারর জোর চেষ্টা....তিনি মাগি পন্ডিত একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল ..প্যামপাস প্যাড সেরেনার এ্যাড,পজিশন টা কষ্টকাঠিন্যের রুগি  .  .  . যেন শক্ত হাগা বের কারর জোর চেষ্টা .  .  .  . তিনি মাইগ্যা পন্ডিত একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল  .  . প্যামপাস প্যাড সেরেনার এ্যাড,[],1,1,0,1,পজিশন টা কষ্টকাঠিন্যের রুগি ...যেন শক্ত হাগা বের কারর জোর চেষ্টা....তিনি <Gender> পন্ডিত একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল ..প্যামপাস প্যাড সেরেনার এ্যাড,পজিশন টা কষ্টকাঠিন্যের রুগি ...যেন শক্ত হাগা বের কারর জোর চেষ্টা....তিনি <Gender> পন্ডিত একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল ..প্যামপাস প্যাড সেরেনার এ্যাড,0,1,1
