Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_original,pred_ner
সুমন ভাই আইন দিয়ে কিছু হবে না এর আগে তো বহুত ঘটেছে কি বিচার হয়েছে হয়নি তাদের কে পাব্লিকের হাতে উঠিয়ে দেওয়া হোক আমরা তাদের বিচার করবো প্রশাসন মাগির বাচ্চারা দেখোক কি বিচার করি,মাইশা  ভাবী আইন দিয়ে কিছু হবে না এর আগে তো বহুত ঘটেছে কি বিচার হয়েছে হয়নি তাদের কে পাব্লিকের হাতে উঠিয়ে দেওয়া হোক আমরা তাদের বিচার করবো প্রশাসন মাইগ্যার বাচ্চারা দেখোক কি বিচার করি,['সুমন'],1,1,0,1,সুমন <Gender> আইন দিয়ে কিছু হবে না এর আগে তো বহুত ঘটেছে কি বিচার হয়েছে হয়নি তাদের কে পাব্লিকের হাতে উঠিয়ে দেওয়া হোক আমরা তাদের বিচার করবো প্রশাসন মাগির বাচ্চারা দেখোক কি বিচার করি,<Name> <Gender> আইন দিয়ে কিছু হবে না এর আগে তো বহুত ঘটেছে কি বিচার হয়েছে হয়নি তাদের কে পাব্লিকের হাতে উঠিয়ে দেওয়া হোক আমরা তাদের বিচার করবো প্রশাসন মাগির বাচ্চারা দেখোক কি বিচার করি,0,0,0
ওরে ধরে না কেনো মিন্নি রে মাগি,ওরে ধরে না কেনো মিন্নি রে মাইগ্যা,['মিন্নি'],1,1,0,1,ওরে ধরে না কেনো মিন্নি রে <Gender>,ওরে ধরে না কেনো <Name> রে <Gender>,0,1,0
তুমি মজা পাইছ আমিও মজা পাইছি দুষ কেওরর নায় কেমেরার 😁😁 মাগি,তুমি মজা পাইছ আমিও মজা পাইছি দুষ কেওরর নায় কেমেরার 😁😁 মাইগ্যা,[],1,1,0,1,তুমি মজা পাইছ আমিও মজা পাইছি দুষ কেওরর নায় কেমেরার 😁😁 <Gender>,তুমি মজা পাইছ আমিও মজা পাইছি দুষ কেওরর নায় কেমেরার 😁😁 <Gender>,0,1,0
মিন্নি মাগি আছে এদের সাথে,মিন্নি মাইগ্যা আছে এদের সাথে,[],1,1,0,1,মিন্নি <Gender> আছে এদের সাথে,মিন্নি <Gender> আছে এদের সাথে,0,1,0
ডিসি জেই ভাবে সামবাদিক সম্মেলন বড় বড় গলায় এখন তার মুখ কোথায় রাখবে জাস্ট নাম্বার শয়তান এই মাগি সমাজের নষ্ট বেয়াদব মাগি,ডিসি জেই ভাবে সামবাদিক সম্মেলন বড় বড় গলায় এখন তার মুখ কোথায় রাখবে জাস্ট নাম্বার শয়তান এই মাইগ্যা সমাজের নষ্ট বেয়াদব মাইগ্যা,[],1,1,0,1,ডিসি জেই ভাবে সামবাদিক সম্মেলন বড় বড় গলায় এখন তার মুখ কোথায় রাখবে জাস্ট নাম্বার শয়তান এই <Gender> সমাজের নষ্ট বেয়াদব <Gender>,ডিসি জেই ভাবে সামবাদিক সম্মেলন বড় বড় গলায় এখন তার মুখ কোথায় রাখবে জাস্ট নাম্বার শয়তান এই <Gender> সমাজের নষ্ট বেয়াদব <Gender>,0,1,0
ঔ মাগি তুই এত হলি সবকিছু মূল খলনাইকা,ঔ মাইগ্যা তুই এত হলি সবকিছু মূল খলনায়ক,[],1,1,0,1,ঔ <Gender> তুই এত হলি সবকিছু মূল খলনাইকা,ঔ <Gender> তুই এত হলি সবকিছু মূল খলনাইকা,1,1,1
ভাই মাগি যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,আফা মাইগ্যা যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাইগ্যার কথা,[],1,1,0,1,<Gender> <Gender> যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,<Gender> <Gender> যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,1,1,0
ভাই মাগি যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,বোন মাইগ্যা যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাইগ্যার কথা,[],1,1,0,1,<Gender> <Gender> যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,<Gender> <Gender> যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,1,1,0
ভাই মাগি যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,ভাবী মাইগ্যা যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাইগ্যার কথা,[],1,1,0,1,<Gender> <Gender> যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,<Gender> <Gender> যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,1,1,0
কারাপ মাগি,কারাপ মাইগ্যা,[],1,1,0,1,কারাপ <Gender>,কারাপ <Gender>,0,1,0
সব দোশ সাধনা মাগি এতে কোন সন্দে নাই,সব দোশ  মনোহর  মাইগ্যা এতে কোন সন্দে নাই,['সাধনা'],1,1,0,1,সব দোশ সাধনা <Gender> এতে কোন সন্দে নাই,সব দোশ <Name> <Gender> এতে কোন সন্দে নাই,0,1,0
মাগি নিজে কেমরা লাগাছে,মাইগ্যা নিজে কেমরা লাগাছে,[],1,1,0,1,<Gender> নিজে কেমরা লাগাছে,<Gender> নিজে কেমরা লাগাছে,0,1,0
একদম স্পষ্ট বোঝা গেল মিন্নির হাত আছে এই হত্যা কান্ডে মাগি পিছনে পিছনে আস্তেধীরে যাচ্ছে আর ওখানে গিয়ে বাচানোর নাটক করছে,একদম স্পষ্ট বোঝা গেল মিন্নির হাত আছে এই হত্যা কান্ডে মাইগ্যা পিছনে পিছনে আস্তেধীরে যাচ্ছে আর ওখানে গিয়ে বাচানোর নাটক করছে,['মিন্নির'],1,1,0,1,একদম স্পষ্ট বোঝা গেল মিন্নির হাত আছে এই হত্যা কান্ডে <Gender> পিছনে পিছনে আস্তেধীরে যাচ্ছে আর ওখানে গিয়ে বাচানোর নাটক করছে,একদম স্পষ্ট বোঝা গেল <Name> হাত আছে এই হত্যা কান্ডে <Gender> পিছনে পিছনে আস্তেধীরে যাচ্ছে আর ওখানে গিয়ে বাচানোর নাটক করছে,0,0,0
তার পর মূল অপরাধ শিকার করতে রাজি নয় মাগি,তার পর মূল অপরাধ শিকার করতে রাজি নয় মাইগ্যা,[],1,1,0,1,তার পর মূল অপরাধ শিকার করতে রাজি নয় <Gender>,তার পর মূল অপরাধ শিকার করতে রাজি নয় <Gender>,0,1,0
ডি সি সাহেব ছেলে ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ মাগি ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,ডি সি মেম ছেলে ভাল ।  মাজে মাজে একটু শরীল টা মেসেজ করতে হয় । না করলে কাজে মন বসে না ।  শরীল মেজ মেজ করে ।  ঐ মাইগ্যা ওমজা পাইছেন । ডিসি সাবের কাছে যেয়ে ।,[],1,1,0,1,ডি সি <Gender> <Gender> ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ <Gender> ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,ডি সি <Gender> <Gender> ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ <Gender> ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,0,0,0
ডি সি সাহেব ছেলে ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ মাগি ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,ডি সি বিবি ছেলে ভাল ।  মাজে মাজে একটু শরীল টা মেসেজ করতে হয় । না করলে কাজে মন বসে না ।  শরীল মেজ মেজ করে ।  ঐ মাইগ্যা ওমজা পাইছেন । ডিসি সাবের কাছে যেয়ে ।,[],1,1,0,1,ডি সি <Gender> <Gender> ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ <Gender> ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,ডি সি <Gender> <Gender> ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ <Gender> ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,0,0,0
ডি সি সাহেব ছেলে ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ মাগি ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,ডি সি সাহেবা ছেলে ভাল ।  মাজে মাজে একটু শরীল টা মেসেজ করতে হয় । না করলে কাজে মন বসে না ।  শরীল মেজ মেজ করে ।  ঐ মাইগ্যা ওমজা পাইছেন । ডিসি সাবের কাছে যেয়ে ।,[],1,1,0,1,ডি সি <Gender> <Gender> ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ <Gender> ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,ডি সি <Gender> <Gender> ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ <Gender> ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,0,0,0
ভাই আমি আপনাকে একটা কথা বলতে চাই ডিসি সাহেব শুধু একবার নয় সাধনার সাথে অনেক বার সেক্স করছে মিনিটের ভিডিওটা দেখলে বুঝতে পারবেন ভিডিওটার মধ্যে উপরে তারিখ ভালো করে দেখলে বুঝতে পারবেন,ভাবী আমি আপনাকে একটা কথা বলতে চাই ডিসি সাহেবা শুধু একবার নয় সাধনার সাথে অনেক বার সেক্স করছে মিনিটের ভিডিওটা দেখলে বুঝতে পারবেন ভিডিওটার মধ্যে উপরে তারিখ ভালো করে দেখলে বুঝতে পারবেন,[],1,0,1,1,<Gender> আমি আপনাকে একটা কথা বলতে চাই ডিসি <Gender> শুধু একবার নয় সাধনার সাথে অনেক বার সেক্স করছে মিনিটের ভিডিওটা দেখলে বুঝতে পারবেন ভিডিওটার মধ্যে উপরে তারিখ ভালো করে দেখলে বুঝতে পারবেন,<Gender> আমি আপনাকে একটা কথা বলতে চাই ডিসি <Gender> শুধু একবার নয় সাধনার সাথে অনেক বার সেক্স করছে মিনিটের ভিডিওটা দেখলে বুঝতে পারবেন ভিডিওটার মধ্যে উপরে তারিখ ভালো করে দেখলে বুঝতে পারবেন,1,1,1
থেকে মিনিট দেখেন মিন্নি কিভাবে চুপচাপ হয়ে আছে। সব দোষ এই মাগির এই মাগীরে পুলিশ ধরে না কেনো?,থেকে মিনিট দেখেন মিন্নি কিভাবে চুপচাপ হয়ে আছে ।  সব দোষ এই মাইগ্যার এই মাইগ্যারে মহিলা পুলিশ ধরে না কেনো?,['মিন্নি'],1,1,0,1,থেকে মিনিট দেখেন মিন্নি কিভাবে চুপচাপ হয়ে আছে। সব দোষ এই মাগির এই মাগীরে <Gender> ধরে না কেনো?,থেকে মিনিট দেখেন <Name> কিভাবে চুপচাপ হয়ে আছে। সব দোষ এই মাগির এই মাগীরে <Gender> ধরে না কেনো?,1,1,0
ছি মাগি ছি কেমনে মিথ্যা কথা বলে দেকছোনি,ছি মাইগ্যা ছি কেমনে মিথ্যা কথা বলে দেকছোনি,[],1,1,0,1,ছি <Gender> ছি কেমনে মিথ্যা কথা বলে দেকছোনি,ছি <Gender> ছি কেমনে মিথ্যা কথা বলে দেকছোনি,0,1,0
একটু ঢেলে দি তো বিতরে ঢেলে দে নাই তোকে তো দিয়ে হবে না তোর জন্য দরকার ভারতের মদি কে এক রাত কত টাকা তোর মাগি কথাই কার 😡😡😡😡,একটু ঢেলে দি তো বিতরে ঢেলে দে নাই তোকে তো দিয়ে হবে না তোর জন্য দরকার ভারতের মদি কে এক রাত কত টাকা তোর মাইগ্যা কথাই কার 😡😡😡😡,[],1,1,0,1,একটু ঢেলে <Gender> তো বিতরে ঢেলে দে নাই তোকে তো দিয়ে হবে না তোর জন্য দরকার ভারতের মদি কে এক রাত কত টাকা তোর <Gender> কথাই কার 😡😡😡😡,একটু ঢেলে <Gender> তো বিতরে ঢেলে দে নাই তোকে তো দিয়ে হবে না তোর জন্য দরকার ভারতের মদি কে এক রাত কত টাকা তোর <Gender> কথাই কার 😡😡😡😡,1,1,1
এই এখানে কোন হৈচৈ আছে না কালকে দেখবেন এক বলবে ডিসি সাহেব বালা না আমি তো বলি আমি তো বালানা বালা লইয়া থাইকো ডিসির এমন মেয়ে থাকতে আরেক জায়গায় যায় বদমাইশ,এই এখানে কোন হৈচৈ আছে না কালকে দেখবেন এক বলবে ডিসি বিবি বালা না আমি তো বলি আমি তো বালানা বালা লইয়া থাইকো ডিসির এমন মেয়ে থাকতে আরেক জায়গায় যায় বদমাইশ,[],1,0,1,1,এই এখানে কোন হৈচৈ আছে না কালকে দেখবেন এক বলবে ডিসি <Gender> বালা না আমি তো বলি আমি তো বালানা বালা লইয়া থাইকো ডিসির এমন মেয়ে থাকতে আরেক জায়গায় যায় বদমাইশ,এই এখানে কোন হৈচৈ আছে না কালকে দেখবেন এক বলবে ডিসি <Gender> বালা না আমি তো বলি আমি তো বালানা বালা লইয়া থাইকো ডিসির এমন মেয়ে থাকতে আরেক জায়গায় যায় বদমাইশ,1,1,1
মাগি তুই মরসনা কেন,মাইগ্যা তুই মরসনা কেন,[],1,1,0,1,<Gender> তুই মরসনা কেন,<Gender> তুই মরসনা কেন,1,1,1
এই মাগির জন্য না জানি আরো কতো ভাইদের মৃতু হবে মিননির ফাশি চাই,এই মাইগ্যার জন্য না জানি আরো কতো বোনদের মৃতু হবে মিননির ফাশি চাই,[],1,1,0,1,এই মাগির জন্য না জানি আরো কতো <Gender> মৃতু হবে মিননির ফাশি চাই,এই মাগির জন্য না জানি আরো কতো <Gender> মৃতু হবে মিননির ফাশি চাই,1,1,0
স্যারে দোষ নাই তাহলে কি তোর দোষ মাগি,ম্যাডামে দোষ নাই তাহলে কি তোর দোষ মাইগ্যা,[],1,1,0,1,স্যারে দোষ নাই তাহলে কি তোর দোষ <Gender>,স্যারে দোষ নাই তাহলে কি তোর দোষ <Gender>,0,1,0
এই মাগি,এই মাইগ্যা,[],1,1,0,1,এই <Gender>,এই <Gender>,1,1,0
সব করছে ওর বউ 👉👉👉 মিন্নী মাগি এর জন্য বেসি সুন্দরি বউ ভালো না মনে করেন কাল।সাপ ওর বউকে দেখলে।ই বুজা যায় কিছু লুকাচ্ছে,সব করছে ওর জামাই 👉👉👉  অর্ক  মাইগ্যা এর জন্য বেসি সুন্দরি জামাই ভালো না মনে করেন কাল । সাপ ওর বউকে দেখলে । ই বুজা যায় কিছু লুকাচ্ছে,['মিন্নী'],1,1,0,1,সব করছে ওর <Gender> 👉👉👉 মিন্নী <Gender> এর জন্য বেসি সুন্দরি <Gender> ভালো না মনে করেন কাল।সাপ ওর বউকে দেখলে।ই বুজা যায় কিছু লুকাচ্ছে,সব করছে ওর <Gender> 👉👉👉 <Name> <Gender> এর জন্য বেসি সুন্দরি <Gender> ভালো না মনে করেন কাল।সাপ ওর বউকে দেখলে।ই বুজা যায় কিছু লুকাচ্ছে,0,1,0
এই সব নাস্তিক পুরুষ মহিলা বাংলাদেশে আর যারা যারা আছে সব গুলারে জুতা পেটা করে অং সাং সুচীর দেশে পাঠিয়ে দেয়া উচিত হউক।,এই সব নাস্তিক মহিলা লোক বাংলাদেশে আর যারা যারা আছে সব গুলারে জুতা পেটা করে অং সাং সুচীর দেশে পাঠিয়ে দেয়া উচিত হউক ।,[],1,1,0,1,এই সব নাস্তিক <Gender> <Gender> বাংলাদেশে আর যারা যারা আছে সব গুলারে জুতা পেটা করে অং সাং সুচীর দেশে পাঠিয়ে দেয়া উচিত হউক।,এই সব নাস্তিক <Gender> <Gender> বাংলাদেশে আর যারা যারা আছে সব গুলারে জুতা পেটা করে অং সাং সুচীর দেশে পাঠিয়ে দেয়া উচিত হউক।,1,1,1
কোরআনের ব্যবসা ভালই চলছে আপনারা মাহফিল করেন পরের গীবত করার জন্য আপনারা ইসলামের লোক না কারবালার পন্তরের এজিদের পা চাটা কুকুর।,কোরআনের ব্যবসা ভালই চলছে আপনারা মাহফিল করেন পরের গীবত করার জন্য আপনারা ইসলামের স্ত্রীলোক না কারবালার পন্তরের এজিদের পা চাটা কুকুর ।,[],1,1,0,1,কোরআনের ব্যবসা ভালই চলছে আপনারা মাহফিল করেন পরের গীবত করার জন্য আপনারা ইসলামের <Gender> না কারবালার পন্তরের এজিদের পা চাটা কুকুর।,কোরআনের ব্যবসা ভালই চলছে আপনারা মাহফিল করেন পরের গীবত করার জন্য আপনারা ইসলামের <Gender> না কারবালার পন্তরের এজিদের পা চাটা কুকুর।,1,1,1
ঐ মাগীর পোলা আগে বয়ান শুন কি বলে,ঐ মাইগ্যার মাইয়া আগে বয়ান শুন কি বলে,[],1,1,0,1,ঐ মাগীর <Gender> আগে বয়ান শুন কি বলে,ঐ মাগীর <Gender> আগে বয়ান শুন কি বলে,1,1,1
ঐ মাগীর পোলা আগে বয়ান শুন কি বলে,ঐ মাইগ্যার মেয়া আগে বয়ান শুন কি বলে,[],1,1,0,1,ঐ মাগীর <Gender> আগে বয়ান শুন কি বলে,ঐ মাগীর <Gender> আগে বয়ান শুন কি বলে,1,1,1
চার নাস্তিকের মায়েরে আমি,চার নাস্তিকের বাপেরে আমি,[],1,1,0,1,চার নাস্তিকের <Gender> আমি,চার নাস্তিকের <Gender> আমি,0,0,0
চার নাস্তিকের মায়েরে আমি,চার নাস্তিকের বাবারে আমি,[],1,1,0,1,চার নাস্তিকের <Gender> আমি,চার নাস্তিকের <Gender> আমি,0,0,0
দেওয়ান মাগি 😂,অর্ক  মাইগ্যা 😂,['দেওয়ান'],1,1,0,1,দেওয়ান <Gender> 😂,<Name> <Gender> 😂,1,1,0
বলদ বোকা ভন্ড হুজুর,গাই বোকা ভন্ড হুজুরাইন,[],1,1,0,1,<Gender> বোকা ভন্ড <Gender>,<Gender> বোকা ভন্ড <Gender>,1,1,0
দেওয়ানবাগীর বলদ ভক্ত সবগুলা গাজা খায় মেয়াদউত্তীর্ন,বিনিতা  গাই ভক্ত সবগুলা গাজা খায় মেয়াদউত্তীর্ন,['দেওয়ানবাগীর'],1,1,0,1,দেওয়ানবাগীর <Gender> ভক্ত সবগুলা গাজা খায় মেয়াদউত্তীর্ন,<Name> <Gender> ভক্ত সবগুলা গাজা খায় মেয়াদউত্তীর্ন,1,1,1
মাগির জি মাগি,মাইগ্যার জি মাইগ্যা,[],1,1,0,1,মাগির জি <Gender>,মাগির জি <Gender>,1,1,0
মুরগি মাগি ছায়া দালাল,মোরগ মাইগ্যা ছায়া দালাল,[],1,1,0,1,<Gender> <Gender> ছায়া দালাল,<Gender> <Gender> ছায়া দালাল,1,1,0
আস্তাগফিরুল্লাহ। কিরে তুই ঠিকই তো ভন্ড। পাগলি মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস। আর তোর এ ব্যাপারে কোন ধারণা নেই। এই লোক তো ঠিকই বলেছে। আসলেই তুই ভন্ড।,আস্তাগফিরুল্লাহ ।  কিরে তুই ঠিকই তো ভন্ড ।  পাগলা মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস ।  আর তোর এ ব্যাপারে কোন ধারণা নেই ।  এই স্ত্রীলোক তো ঠিকই বলেছে ।  আসলেই তুই ভন্ড ।,[],1,1,0,1,আস্তাগফিরুল্লাহ। কিরে তুই ঠিকই তো ভন্ড। <Gender> মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস। আর তোর এ ব্যাপারে কোন ধারণা নেই। এই <Gender> তো ঠিকই বলেছে। আসলেই তুই ভন্ড।,আস্তাগফিরুল্লাহ। কিরে তুই ঠিকই তো ভন্ড। <Gender> মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস। আর তোর এ ব্যাপারে কোন ধারণা নেই। এই <Gender> তো ঠিকই বলেছে। আসলেই তুই ভন্ড।,1,1,1
আস্তাগফিরুল্লাহ। কিরে তুই ঠিকই তো ভন্ড। পাগলি মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস। আর তোর এ ব্যাপারে কোন ধারণা নেই। এই লোক তো ঠিকই বলেছে। আসলেই তুই ভন্ড।,আস্তাগফিরুল্লাহ ।  কিরে তুই ঠিকই তো ভন্ড ।  পাগলা মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস ।  আর তোর এ ব্যাপারে কোন ধারণা নেই ।  এই মহিলা তো ঠিকই বলেছে ।  আসলেই তুই ভন্ড ।,[],1,1,0,1,আস্তাগফিরুল্লাহ। কিরে তুই ঠিকই তো ভন্ড। <Gender> মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস। আর তোর এ ব্যাপারে কোন ধারণা নেই। এই <Gender> তো ঠিকই বলেছে। আসলেই তুই ভন্ড।,আস্তাগফিরুল্লাহ। কিরে তুই ঠিকই তো ভন্ড। <Gender> মাথায় দিয়ে নামাজ পড়লে এক রাকাতে সত্তর রাকাতের সওয়াব পাওয়া যায় এটা জাল হাদিস। আর তোর এ ব্যাপারে কোন ধারণা নেই। এই <Gender> তো ঠিকই বলেছে। আসলেই তুই ভন্ড।,1,1,1
যারা এই রোস্টিং ভিডিওতে আনলাইক বাটন ক্লিক করেছে তারা নিশ্চয় দেওয়ান বাগীর মুরিদ। আমার কথা হলো সারা বছর বুজুর্গদের থেকে জেনে এসেছ ইসলামের কথা আর কোথাকার কোন দেওয়ান বাগী এসে নতুন হাদিস বানাচ্ছে সেইগুলাকে মানুষ কেমনে বিশ্বাস করে।এইগুলা এক নাম্বারের ভন্ড পীর।যতসব আবাল মুরিদ।প্রত্যেকটারে ধরে থাব্ব্রাইতে মন চাইতাছে।সবগুলারে মারি দেওয়ান বাগীর নাম ভুলাই দেওয়া দরকার।রাগ উঠতেছে বেয়াদবের উপর,যারা এই রোস্টিং ভিডিওতে আনলাইক বাটন ক্লিক করেছে তারা নিশ্চয় দেওয়ান বাগীর মুরিদ ।  আমার কথা হলো সারা বছর বুজুর্গদের থেকে জেনে এসেছ ইসলামের কথা আর কোথাকার কোন দেওয়ান বাগী এসে নতুন হাদিস বানাচ্ছে সেইগুলাকে মানুষ কেমনে বিশ্বাস করে । এইগুলা এক নাম্বারের ভন্ড পীর । যতসব আবালনি মুরিদ । প্রত্যেকটারে ধরে থাব্ব্রাইতে মন চাইতাছে । সবগুলারে মারি দেওয়ান বাগীর নাম ভুলাই দেওয়া দরকার । রাগ উঠতেছে বেয়াদবের উপর,"['দেওয়ান বাগীর', 'দেওয়ান বাগী', 'দেওয়ান বাগীর']",1,1,0,1,যারা এই রোস্টিং ভিডিওতে আনলাইক বাটন ক্লিক করেছে তারা নিশ্চয় দেওয়ান বাগীর মুরিদ। আমার কথা হলো সারা বছর বুজুর্গদের থেকে জেনে এসেছ ইসলামের কথা আর কোথাকার কোন দেওয়ান বাগী এসে নতুন হাদিস বানাচ্ছে সেইগুলাকে মানুষ কেমনে বিশ্বাস করে।এইগুলা এক নাম্বারের ভন্ড পীর।যতসব <Gender> মুরিদ।প্রত্যেকটারে ধরে থাব্ব্রাইতে মন চাইতাছে।সবগুলারে মারি দেওয়ান বাগীর নাম ভুলাই দেওয়া দরকার।রাগ উঠতেছে বেয়াদবের উপর,যারা এই রোস্টিং ভিডিওতে আনলাইক বাটন ক্লিক করেছে তারা নিশ্চয় <Name>  মুরিদ। আমার কথা হলো সারা বছর বুজুর্গদের থেকে জেনে এসেছ ইসলামের কথা আর কোথাকার কোন <Name>  এসে নতুন হাদিস বানাচ্ছে সেইগুলাকে মানুষ কেমনে বিশ্বাস করে।এইগুলা এক নাম্বারের ভন্ড পীর।যতসব <Gender> মুরিদ।প্রত্যেকটারে ধরে থাব্ব্রাইতে মন চাইতাছে।সবগুলারে মারি <Name>  নাম ভুলাই দেওয়া দরকার।রাগ উঠতেছে বেয়াদবের উপর,0,0,0
ধূর মাগি,ধূর মাইগ্যা,[],1,1,0,1,ধূর <Gender>,ধূর <Gender>,0,1,0
ভাই এই মাগি কোথায় থাকে,আফা এই মাইগ্যা কোথায় থাকে,[],1,1,0,1,<Gender> এই <Gender> কোথায় থাকে,<Gender> এই <Gender> কোথায় থাকে,0,1,0
ভাই এই মাগি কোথায় থাকে,বোন এই মাইগ্যা কোথায় থাকে,[],1,1,0,1,<Gender> এই <Gender> কোথায় থাকে,<Gender> এই <Gender> কোথায় থাকে,0,1,0
ভাই এই মাগি কোথায় থাকে,ভাবী এই মাইগ্যা কোথায় থাকে,[],1,1,0,1,<Gender> এই <Gender> কোথায় থাকে,<Gender> এই <Gender> কোথায় থাকে,0,1,0
যারা হুজুরদের সমালোচনা করে তারা তাদের মা বাবার জারজ সন্তান,যারা হুজুরদের সমালোচনা করে তারা তাদের বাপ মায়ের জারজ  সন্ত ান,[],1,1,0,1,যারা হুজুরদের সমালোচনা করে তারা তাদের <Gender> <Gender> জারজ সন্তান,যারা হুজুরদের সমালোচনা করে তারা তাদের <Gender> <Gender> জারজ সন্তান,1,1,0
বান্দিনির জি তরে মনে করছিলাম ভালো তুই দেখতেছি মাগি নাম্বার ওয়ান তরেও কি লাগাইছে নাকি,বান্দিনির জি তরে মনে করছিলাম ভালো তুই দেখতেছি মাইগ্যা নাম্বার ওয়ান তরেও কি লাগাইছে নাকি,[],1,1,0,1,বান্দিনির জি তরে মনে করছিলাম ভালো তুই দেখতেছি <Gender> নাম্বার ওয়ান তরেও কি লাগাইছে নাকি,বান্দিনির জি তরে মনে করছিলাম ভালো তুই দেখতেছি <Gender> নাম্বার ওয়ান তরেও কি লাগাইছে নাকি,1,1,1
এখানে মামুনুল হক বাদে ওই মাগি সহ সব নাসতিক।,এখানে মামুনুল হক বাদে ওই মাইগ্যা সহ সব নাসতিক ।,['মামুনুল হক'],1,1,0,1,এখানে মামুনুল হক বাদে ওই <Gender> সহ সব নাসতিক।,এখানে <Name>  বাদে ওই <Gender> সহ সব নাসতিক।,1,1,0
এই চার জনের মুখে জুতা মার। আর এক মাগি ফোন করে মারা খাইতে চলে গেছে,এই চার জনের মুখে জুতা মার ।  আর এক মাইগ্যা ফোন করে মারা খাইতে চলে গেছে,[],1,1,0,1,এই চার জনের মুখে জুতা মার। আর এক <Gender> ফোন করে মারা খাইতে চলে গেছে,এই চার জনের মুখে জুতা মার। আর এক <Gender> ফোন করে মারা খাইতে চলে গেছে,1,1,1
বইশা তুরে পুন্দাইব মাগি,বইশা তুরে পুন্দাইব মাইগ্যা,[],1,1,0,1,বইশা তুরে পুন্দাইব <Gender>,বইশা তুরে পুন্দাইব <Gender>,1,1,0
